number of equals = 2057
number of contains = 361
Kind of Match	Subject	Relation	Object	Sentence	Context
Equal	http://dbpedia.org/resource/Harrison_Wadsworth,_Jr.	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Georgia_Institute_of_Technology	He was a professor of statistics in the Industrial and Systems Engineering Department at the **Georgia Institute of Technology** from 1960 through 1991, and taught in China and Turkey.	Harrison Morton Wadsworth, Jr. (August 20, 1924 – August 3, 2010) was an American engineering professor of statistical methods, author and specialist in quality control science. Born in Duluth, Minnesota, he grew up in Miami Beach, Florida and lived most of his life in Atlanta, Georgia. Wadsworth received his B.I.E. Degree and M.S. Degrees from the Georgia Institute of Technology and his PhD from Case Western Reserve University. He was a professor of statistics in the Industrial and Systems Engineering Department at the Georgia Institute of Technology from 1960 through 1991, and taught in China and Turkey. He operated his own quality auditing consulting business upon retiring in 1991. He was a veteran of the U.S. Army, serving as a supply sergeant in the Philippines in World War II, and in the Korean War.	
Equal	http://dbpedia.org/resource/William_Alden_Edson	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Georgia_Institute_of_Technology	He taught at Illinois Institute of Technology, **Georgia Institute of Technology** and Stanford University.	William Alden Edson (October 30, 1912 – April 13, 2012) was a scientist and engineer specializing in vacuum tube oscillators, radar, antennas and microwave technologies. His work spans universities, research institutions and commercial ventures. He taught at Illinois Institute of Technology, Georgia Institute of Technology and Stanford University. He was a researcher at Bell Laboratories and later at the Stanford Research Institute (now SRI International). He also worked at General Electric and EMTECH, a company that he helped to found. His books, articles and patents have advanced technology in computers, radar detection and communications, for both civilian and defense applications. His works have been widely cited in scientific literature.	
Equal	http://dbpedia.org/resource/Bill_Browder	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Hermitage_Capital_Management	William Felix Browder (born 23 April 1964) is the Chief Executive Officer and co-founder of the investment fund **Hermitage Capital Management** and noted critic of Vladimir Putin.	William Felix Browder (born 23 April 1964) is the Chief Executive Officer and co-founder of the investment fund Hermitage Capital Management and noted critic of Vladimir Putin.	
Equal	http://dbpedia.org/resource/Howard_Deering_Johnson	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Howard_Johnson's		Howard Dearing Johnson (February 2, 1897 – June 20, 1972) was an entrepreneur, businessman, and the founder of an American chain of restaurants and motels under one company of the same name, Howard Johnson's.	
Contains	http://dbpedia.org/resource/James_L._Perry	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Indiana_University	He has held numerous leadership positions during his tenure at SPEA including Director of **Indiana University** American Democracy Project, Associate Dean of (SPEA) at **Indiana University**-Purdue University Indianapolis, Chair of Policy and Administration Faculty, and Director of the Joint PhD program in public policy.	James L. Perry is an American professor. Perry began his career in academia in 1974 at University of California, Irvine. After an 11-year career at UC – Irvine, which included positions as Associate Dean and Doctoral Program Coordinator, Perry began his tenure at Indiana University School of Public and Environmental Affairs (SPEA). During his 24 years at SPEA he served as a visiting professor at Chinese University of Hong Kong on a Fulbright Scholarship and as a visiting professor at the Robert M. La Follette School of Public Affairs. He has held numerous leadership positions during his tenure at SPEA including Director of Indiana University American Democracy Project, Associate Dean of (SPEA) at Indiana University-Purdue University Indianapolis, Chair of Policy and Administration Faculty, and Director of the Joint PhD program in public policy. Perry won the 2008 Dwight Waldo Award (presented by American Society for Public Administration).	
Contains	http://dbpedia.org/resource/James_L._Perry	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Indiana_University	He has held numerous leadership positions during his tenure at SPEA including Director of **Indiana University** American Democracy Project, Associate Dean of (SPEA) at **Indiana University**-Purdue University Indianapolis, Chair of Policy and Administration Faculty, and Director of the Joint PhD program in public policy.	James L. Perry is an American professor. Perry began his career in academia in 1974 at University of California, Irvine. After an 11-year career at UC – Irvine, which included positions as Associate Dean and Doctoral Program Coordinator, Perry began his tenure at Indiana University School of Public and Environmental Affairs (SPEA). During his 24 years at SPEA he served as a visiting professor at Chinese University of Hong Kong on a Fulbright Scholarship and as a visiting professor at the Robert M. La Follette School of Public Affairs. He has held numerous leadership positions during his tenure at SPEA including Director of Indiana University American Democracy Project, Associate Dean of (SPEA) at Indiana University-Purdue University Indianapolis, Chair of Policy and Administration Faculty, and Director of the Joint PhD program in public policy. Perry won the 2008 Dwight Waldo Award (presented by American Society for Public Administration).	
Equal	http://dbpedia.org/resource/Elita_Loresca	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KTRK-TV	Loresca currently works at **KTRK-TV** in Houston, Texas.	Elita A. Loresca (born June 28, 1977), is a Filipino-American newscaster. She has worked for KGET-TV, the NBC affiliate in Bakersfield, California, WSVN 7 in Miami, Florida, and KNBC in Los Angeles, California. Loresca currently works at KTRK-TV in Houston, Texas.	
Equal	http://dbpedia.org/resource/Tomasz_Schafernaker	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Met_Office	Tomasz Schafernaker (born 8 January 1979) is a Polish-British meteorologist for the **Met Office**, best known for his appearances for BBC Weather.	Tomasz Schafernaker (born 8 January 1979) is a Polish-British meteorologist for the Met Office, best known for his appearances for BBC Weather.	
Contains	http://dbpedia.org/resource/Kim_Watkins	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Network_Ten	She was the co-host with David Reyne of the **Network Ten**'s morning show 9am with David and Kim which aired until 11 December 2009 and was replaced by The Circle.	Kim Watkins (born 22 September 1967) is an Australian television and news presenter. She was the co-host with David Reyne of the Network Ten's morning show 9am with David and Kim which aired until 11 December 2009 and was replaced by The Circle. 9am itself replaced in January 2006 the long running Good Morning Australia hosted by Bert Newton.	
Contains	http://dbpedia.org/resource/Maria_das_Graças_Silva_Foster	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Petrobras	She was the CEO of **Petrobras**-Petróleo Brasil, Brazil’s state-controlled oil company, which is located in Rio de Janeiro.	Maria das Graças Silva Foster () (born 26 August 1953), also known as Graça Foster, is a Brazilian business executive and chemical engineer. She was the CEO of Petrobras-Petróleo Brasil, Brazil’s state-controlled oil company, which is located in Rio de Janeiro. She was the first woman in the world to head a major oil-and-gas company. In April 2012, she was listed on the Time 100 list of the most influential people in the world. In 2014, she was recognized as the 16th most powerful woman in the world by Forbes Magazine. She was ranked by Fortune magazine in 2013 as the Most Powerful Woman in Business (outside the U.S.) for the second year in a row.	
Equal	http://dbpedia.org/resource/David_Marchick	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/The_Carlyle_Group	In October 2007, Marchick joined **The Carlyle Group**, a Washington, D.C. based asset management firm as managing director and its global head of regulatory affairs.	David Marchick (born 1966) is an American lawyer and former Deputy United States Assistant Secretary of State who served in the Clinton Administration. As Deputy Assistant Secretary of State, Marchick was the chief U.S. negotiator for open skies, an international policy concept calling for liberalization of international commercial aviation industry rules and regulations. After working as Vice President of Development for the online auction business Bid4Assets, Marchick joined Washington, D.C. based international law firm Covington & Burling in March 2002. In October 2007, Marchick joined The Carlyle Group, a Washington, D.C. based asset management firm as managing director and its global head of regulatory affairs.	
Equal	http://dbpedia.org/resource/Kwesi_Dickson	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Ghana	He was the seventh President of the Methodist Church Ghana and a professor at the **University of Ghana**, Legon.	Kwesi Abotsia Dickson (7 July 1929 – 28 October 2005) was a priest, theologian, author and academic. He was the seventh President of the Methodist Church Ghana and a professor at the University of Ghana, Legon.	
