number of equals = 1350
number of contains = 605
notInAbstractList = 8272
Appoaches:
	Sbj-Obj = 1564
	Pronoun-Obj = 391
Extraction:
	In Sentence = 1914
	In Paragraph = 41
Blank Sentences = 5
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Sbj-Obj		decorator	http://dbpedia.org/resource/Charles_Allom	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Decorator	Charles Carrick Allom (1865–1947), grandson of architect Thomas Allom and painter Thomas Carrick, was an eminent British decorator	Sir Charles Carrick Allom (1865–1947), grandson of architect Thomas Allom and painter Thomas Carrick, was an eminent British decorator, trained as an architect and knighted for his work on Buckingham Palace. Among his American clients in the years preceding World War I was Henry Clay Frick, for whom Allom furnished houses in cooperation with Sir Joseph Duveen, the eminent paintings dealer. Allom furnished the Henry Clay Frick House at 71st Street and Fifth Avenue that today houses the Frick Collection, and the neo-Georgian house, "Clayton", in Roslyn, Long Island, designed by Ogden Codman, Jr., that was bought for Frick's daughter-in-law. For the grand rooms of parade in Frick's New York house, Sir Charles, whose London workshops produced the plasterwork and boiseries, kept the furnishings muted, not to compete with Frick's collection of paintings. In 1925, when William Randolph Hearst purchased a real castle, St. Donat's in Wales, his choice to furnish it naturally fell upon Sir Charles.	
Equal	Abstract	In Sentence	Sbj-Obj		entrepreneur	http://dbpedia.org/resource/Charles_Henry_de_Soysa	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Entrepreneur	Charles Henry de Soysa (3 March 1836 – 29 September 1890) was a Ceylonese entrepreneur	Sir Charles Henry de Soysa (3 March 1836 – 29 September 1890) was a Ceylonese entrepreneur and philanthropist. He was a pioneering planter, industrialist and was the wealthiest Ceylonese of the 19th century. He was instrumental in the establishment of the first Ceylonese bank, the Moratuwa carpenters guild, the Ceylon Agricultural and National Associations. He is widely considered as the greatest philanthropist of the island for contributions which includes the De Soysa Maternity Hospital, the Prince and Princess of Wales Colleges, St. Matthias Church, the Model Farm Experimental Station and many other institutions and acts of charity. He was the country's first Knight Bachelor (posthumous).	
Equal	Abstract	In Sentence	Sbj-Obj		film	http://dbpedia.org/resource/Chen_Sisi	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Film	Sisi Chen (simplified Chinese: 陈思思; traditional Chinese: 陳思思; pinyin: Chén Sīsī) (December 28, 1938 – October 7, 2007), born as Chen Limei (simplified Chinese: 陈丽梅; traditional Chinese: 陳麗梅; pinyin: Chén Lìméi), was a Chinese film	Sisi Chen (simplified Chinese: 陈思思; traditional Chinese: 陳思思; pinyin: Chén Sīsī) (December 28, 1938 – October 7, 2007), born as Chen Limei (simplified Chinese: 陈丽梅; traditional Chinese: 陳麗梅; pinyin: Chén Lìméi), was a Chinese film and theater actress.	
Equal	Abstract	In Sentence	Sbj-Obj		actress	http://dbpedia.org/resource/Clara_Lago	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Clara Lago Grau (born 6 March 1990 in Torrelodones, Madrid, Spain) is a Spanish actress	Clara Lago Grau (born 6 March 1990 in Torrelodones, Madrid, Spain) is a Spanish actress.	
Equal	Abstract	In Sentence	Sbj-Obj		architect	http://dbpedia.org/resource/Clarence_W._Wigington	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Architect	Wigington's architect	Clarence Wesley "Cap" Wigington (1883-1967) was an African-American architect who grew up in Omaha, Nebraska. After winning three first prizes in charcoal, pencil, and pen and ink at an art competition during the Trans-Mississippi Exposition in 1899, Wigington went on to become a renowned architect across the Midwestern United States, at a time when African-American architects were few. Wigington was the nation's first black municipal architect, serving 34 years as senior designer for the City of Saint Paul, Minnesota's architectural office when the city had an ambitious building program. Sixty of his buildings still stand in St. Paul, with several recognized on the National Register of Historic Places. Wigington's architectural legacy is one of the most significant bodies of work by an African-American architect.	
Equal	Abstract	In Sentence	Sbj-Obj		politician	http://dbpedia.org/resource/Claudia_Bermúdez	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Politician	Claudia Bermúdez (born c 1954) is a Nicaraguan-American politician	Claudia Bermúdez (born c 1954) is a Nicaraguan-American politician and entrepreneur. She ran for the United States Congress as a Republican in California's 9th congressional district. She is the first Nicaraguan-American to be the nominee of a major party for a seat in the Congress of the United States. She is also well known as the daughter of Enrique Bermúdez, the military commander of the Nicaraguan contras, who was a key figure in the United States-led proxy war against Nicaragua's Marxist government, which was supported by the Soviet Union and Cuba. The war was one of the most prominent of the Cold War conflict.	
Equal	Abstract	In Sentence	Sbj-Obj		actress	http://dbpedia.org/resource/Daheli_Hall	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Hall is an American actress	Dahéli Hall is an American actress, stand-up comedian, writer, and director. Hall is most notable for her membership in the recurring cast of comedians on sketch comedy series MADtv during its 13th season.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Damaine_Radcliff	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Damaine Anthony Radcliff (born June 7, 1983), more commonly known as Damaine Radcliff, is an American film actor	Damaine Anthony Radcliff (born June 7, 1983), more commonly known as Damaine Radcliff, is an American film actor who was born in The Bronx, New York City. He is possibly most known for his roles in the movies Glory Road, Step Up and his parodies on his YouTube Channel.	
Equal	Abstract	In Sentence	Sbj-Obj		journalist	http://dbpedia.org/resource/David_Speers	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Journalist	David Speers is an Australian journalist	David Speers is an Australian journalist and the political editor at Sky News Australia, as well as host of PM Agenda, The Last Word and Speers Tonight.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/David_Warshofsky	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	David Warshofsky (born February 23, 1961) is an American film/television actor	David Warshofsky (born February 23, 1961) is an American film/television actor.	
Equal	Abstract	In Sentence	Sbj-Obj		actress	http://dbpedia.org/resource/Doreen_Keogh	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Doreen Keogh (born 5 February 1926 Dublin, Ireland) is an Irish-born actress	Doreen Keogh (born 5 February 1926 Dublin, Ireland) is an Irish-born actress, of radio, stage, and television most active in the UK, Keogh left school at the age of 15 to train with the Abbey Theatre School, before moving to London. Her television roles include Concepta Regan (née Riley, previously Hewitt), an original cast member and the first barmaid of the Rover's Return in the British soap opera Coronation Street, Imelda Egan in the BBC Northern Ireland drama Ballykissangel and Mary Carroll, the Royles' neighbour in the Granada Television comedy The Royle Family. She has also had recurring roles in Father Ted and Cold Feet. In Ireland, she became an original cast member of the soap opera, Fair City from 1989 until the early 1990s. Away from acting, Keogh and her husband renovate houses.Doreen now has Alzheimer's disease and resides in a nursing home	
Equal	Abstract	In Sentence	Sbj-Obj		composer	http://dbpedia.org/resource/Edmund_Eysler	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Composer	Edmund Samuel Eysler (12 March 1874 – 4 October 1949), was an Austrian composer	Edmund Samuel Eysler (12 March 1874 – 4 October 1949), was an Austrian composer.	
Equal	Abstract	In Sentence	Sbj-Obj		cinematographer	http://dbpedia.org/resource/Eduard_Tisse	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Cinematographer	Eduard Kazimirovich Tisse (Russian: Эдуа́рд Казими́рович Тиссэ́, Latvian: Eduards Tisē; 13 April 1897, – 18 November 1961) was a Soviet cinematographer	Eduard Kazimirovich Tisse (Russian: Эдуа́рд Казими́рович Тиссэ́, Latvian: Eduards Tisē; 13 April 1897, – 18 November 1961) was a Soviet cinematographer.	
Equal	Abstract	In Sentence	Sbj-Obj		historian	http://dbpedia.org/resource/Elias_Tcherikower	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Historian	Elias Tcherikower, Eliahu Tcherikower, Elias Tscherikower, I. M. Cherikover (1881-1943), was a Russian-born Jewish historian	Elias Tcherikower, Eliahu Tcherikower, Elias Tscherikower, I. M. Cherikover (1881-1943), was a Russian-born Jewish historian of Judaism or the Jewish people.	
Equal	Abstract	In Sentence	Sbj-Obj		film	http://dbpedia.org/resource/Emilio_Ruiz_del_Río	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Film	Emilio Ruiz del Río (1923 – September 14, 2007) was a Spanish film	Emilio Ruiz del Río (1923 – September 14, 2007) was a Spanish film set decorator and special effects and visual effects artist. Ruiz del Rio's career spanned over 60 years.	
Equal	Abstract	In Sentence	Sbj-Obj		journalist	http://dbpedia.org/resource/Erik_Haaest	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Journalist	Erik Haaest (14 March 1935 – 23 January 2012) was a controversial Danish journalist	Erik Haaest (14 March 1935 – 23 January 2012) was a controversial Danish journalist and author. Haaest was born on 14 March 1935 in Hundslev on Funen to tenant Sigurd Hansen and wife Esther née Andersen and baptized Erik Hansen in Kølstrup church on 22 April 1935. On 23 March 1953 he changed his name to Erik Haaest. On 20 December 1962 Haaest formally left the Church of Denmark. Haaest's father was an active member of the Danish resistance. After the war, his father refused to accept any awards from Denmark's post-war government, because many officials who had collaborated with the Germans, were still unpunished, in positions of power and were now posing as anti-Nazis. Haaest was intimately familiar with the subjects of Danish resistance, and Danish pro-Nazi collaborators. On 18 July 2007 the newspaper Information wrote that Haaest in September 1977 had published a pamphlet asserting that the nazi concentration camp gas chambers never existed and that the Diary of Anne Frank was a forgery. This caused the Danish Arts Council to be condemned since it had funded Haaest's research into Danes who had served in the SS. Information subsequently brought a retort from Haaest where he claimed to have been deliberately misquoted and referred to the allegations as an outrageous lie made to discredit and sabotage his authorship regarding Danish pro-nazi collaborators.	
Equal	Abstract	In Sentence	Sbj-Obj		writer	http://dbpedia.org/resource/Farid_Raymond-Anthony	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Writer	Farid Raymond Anthony (born in 1933 in Freetown) is a Sierra Leonean writer	Farid Raymond Anthony (born in 1933 in Freetown) is a Sierra Leonean writer, author and poet. He was born in Freetown, Sierra Leone to parents of Lebanese descent. Farid Anthony has written several books, including Stories from Sierra Leone (ISBN 0948193905), and Sawpit Boy. Farid Anthony was called to the English bar by Inner Temple in 1962, but he returned to practice at the Sierra Leone bar. He became a door tenant in the chambers of Sir Desmond de Silva QC, then at 2 Paper Buildings in the Temple, whom he met in the course of the 1969 treason trial of Samuel Hinga Norman in Sierra Leone. Farid left Sierra Leone in 1991 with his English-born wife, Joan and settled in England. He belated finished his pupillage to practice at the English bar, but instead of remaining at the bar he practised as an immigration consultant, publishing in 1996 a book "Questions and Answers on Immigration in Britain".	
